NID,PC,Description,Length,Linestring
2512,1673,Geylang Rd,0.19973,"MULTILINESTRING ((103.89238 1.3169 0,103.89241 1.31675 0,103.89244 1.31661 0),(103.89244 1.31661 0,103.89244 1.31659 0,103.89246 1.31644 0,103.89246 1.31627 0,103.89244 1.31604 0,103.8924 1.3158 0),(103.8924 1.3158 0,103.89236 1.31561 0,103.89232 1.31543 0),(103.89232 1.31543 0,103.89227 1.31518 0),(103.89227 1.31518 0,103.89226 1.31512 0))"
2513,1680,Penjuru Circus,0.03333,"MULTILINESTRING ((103.73207 1.3017 0,103.73203 1.30175 0,103.73201 1.3018 0,103.73202 1.30186 0,103.73204 1.30189 0,103.73211 1.30194 0))"
2514,1681,TG Penjuru,0.56393,"MULTILINESTRING ((103.73211 1.30194 0,103.7323 1.30212 0),(103.7323 1.30212 0,103.73246 1.30273 0),(103.73246 1.30273 0,103.73258 1.3033 0),(103.73258 1.3033 0,103.73273 1.30399 0),(103.73273 1.30399 0,103.73335 1.30684 0))"
2515,1682,Jalan Buroh/Penjuru Flyover,0.56313,"MULTILINESTRING ((103.73335 1.30684 0,103.73358 1.30784 0),(103.73358 1.30784 0,103.73379 1.30878 0),(103.73379 1.30878 0,103.73386 1.3091 0),(103.73386 1.3091 0,103.73406 1.31006 0),(103.73406 1.31006 0,103.73408 1.31017 0),(103.73408 1.31017 0,103.73409 1.3102 0),(103.73409 1.3102 0,103.7342 1.31069 0),(103.7342 1.31069 0,103.73431 1.31114 0),(103.73431 1.31114 0,103.73433 1.31125 0),(103.73433 1.31125 0,103.73435 1.31138 0),(103.73435 1.31138 0,103.73437 1.31148 0),(103.73437 1.31148 0,103.73445 1.31181 0))"
2516,1683,West Coast Rd,0.98358,"MULTILINESTRING ((103.73445 1.31181 0,103.73455 1.31224 0),(103.73455 1.31224 0,103.7347 1.31294 0),(103.7347 1.31294 0,103.73476 1.31323 0),(103.73476 1.31323 0,103.73482 1.31351 0),(103.73482 1.31351 0,103.73484 1.3136 0),(103.73484 1.3136 0,103.73495 1.31409 0),(103.73495 1.31409 0,103.73501 1.31434 0),(103.73501 1.31434 0,103.73508 1.31464 0),(103.73508 1.31464 0,103.73519 1.31508 0),(103.73519 1.31508 0,103.73525 1.31534 0),(103.73525 1.31534 0,103.73531 1.31563 0),(103.73531 1.31563 0,103.73565 1.31722 0),(103.73565 1.31722 0,103.73589 1.31831 0),(103.73589 1.31831 0,103.73603 1.31894 0),(103.73603 1.31894 0,103.73611 1.31929 0),(103.73611 1.31929 0,103.73619 1.31967 0),(103.73619 1.31967 0,103.73624 1.31989 0),(103.73624 1.31989 0,103.73635 1.32037 0,103.73638 1.32049 0))"
2517,1684,Teban Gardens Cres,0.63447,"MULTILINESTRING ((103.73638 1.32049 0,103.73648 1.32095 0),(103.73648 1.32095 0,103.73663 1.32163 0),(103.73663 1.32163 0,103.73675 1.32222 0),(103.73675 1.32222 0,103.73677 1.3223 0,103.73687 1.32274 0,103.73691 1.32291 0,103.73694 1.32303 0),(103.73694 1.32303 0,103.73695 1.32305 0),(103.73695 1.32305 0,103.73703 1.32343 0),(103.73703 1.32343 0,103.73704 1.32347 0),(103.73704 1.32347 0,103.73721 1.32427 0),(103.73721 1.32427 0,103.73724 1.32438 0),(103.73724 1.32438 0,103.73726 1.32447 0),(103.73726 1.32447 0,103.73732 1.32475 0,103.73733 1.3248 0),(103.73733 1.3248 0,103.73745 1.32531 0),(103.73745 1.32531 0,103.7375 1.32552 0),(103.7375 1.32552 0,103.73753 1.32566 0),(103.73753 1.32566 0,103.73756 1.32581 0),(103.73756 1.32581 0,103.73762 1.32609 0))"
2518,1685,AYE/Alan Ahmad Ibrahim/Ayer Rajah Expy,0.11449,"MULTILINESTRING ((103.73762 1.32609 0,103.73767 1.32628 0),(103.73767 1.32628 0,103.73772 1.32649 0),(103.73772 1.32649 0,103.73771 1.3266 0,103.7377 1.32669 0,103.73768 1.32678 0,103.73765 1.32689 0),(103.73765 1.32689 0,103.73761 1.32699 0,103.73757 1.32709 0))"
2519,1685,AYE/Alan Ahmad Ibrahim/Ayer Rajah Expy,0.07373,"MULTILINESTRING ((103.73815 1.32694 0,103.73809 1.32693 0,103.73805 1.32692 0,103.73802 1.32691 0,103.73798 1.32689 0),(103.73798 1.32689 0,103.73793 1.32685 0,103.73788 1.3268 0,103.73782 1.32672 0,103.73778 1.32665 0,103.73775 1.32658 0,103.73772 1.32649 0))"
2520,1684,Teban Gardens Cres,0.04561,"MULTILINESTRING ((103.73772 1.32649 0,103.73767 1.32628 0),(103.73767 1.32628 0,103.73762 1.32609 0))"
2521,1683,West Coast Rd,0.63447,"MULTILINESTRING ((103.73762 1.32609 0,103.73756 1.32581 0),(103.73756 1.32581 0,103.73753 1.32566 0),(103.73753 1.32566 0,103.7375 1.32552 0),(103.7375 1.32552 0,103.73745 1.32531 0),(103.73745 1.32531 0,103.73733 1.3248 0),(103.73733 1.3248 0,103.73732 1.32475 0,103.73726 1.32447 0),(103.73726 1.32447 0,103.73724 1.32438 0),(103.73724 1.32438 0,103.73721 1.32427 0),(103.73721 1.32427 0,103.73704 1.32347 0),(103.73704 1.32347 0,103.73703 1.32343 0),(103.73703 1.32343 0,103.73695 1.32305 0),(103.73695 1.32305 0,103.73694 1.32303 0),(103.73694 1.32303 0,103.73691 1.32291 0,103.73687 1.32274 0,103.73677 1.3223 0,103.73675 1.32222 0),(103.73675 1.32222 0,103.73663 1.32163 0),(103.73663 1.32163 0,103.73648 1.32095 0),(103.73648 1.32095 0,103.73638 1.32049 0))"
2522,1682,Jalan Buroh/Penjuru Flyover,1.11057,"MULTILINESTRING ((103.73638 1.32049 0,103.73635 1.32037 0,103.73624 1.31989 0),(103.73624 1.31989 0,103.73619 1.31967 0),(103.73619 1.31967 0,103.73611 1.31929 0),(103.73611 1.31929 0,103.73603 1.31894 0),(103.73603 1.31894 0,103.73589 1.31831 0),(103.73589 1.31831 0,103.73565 1.31722 0),(103.73565 1.31722 0,103.73531 1.31563 0),(103.73531 1.31563 0,103.73525 1.31534 0),(103.73525 1.31534 0,103.73519 1.31508 0),(103.73519 1.31508 0,103.73508 1.31464 0),(103.73508 1.31464 0,103.73501 1.31434 0),(103.73501 1.31434 0,103.73495 1.31409 0),(103.73495 1.31409 0,103.73484 1.3136 0),(103.73484 1.3136 0,103.73482 1.31351 0),(103.73482 1.31351 0,103.73476 1.31323 0),(103.73476 1.31323 0,103.7347 1.31294 0),(103.7347 1.31294 0,103.73455 1.31224 0),(103.73455 1.31224 0,103.73445 1.31181 0),(103.73445 1.31181 0,103.73437 1.31148 0),(103.73437 1.31148 0,103.73435 1.31138 0),(103.73435 1.31138 0,103.73433 1.31125 0),(103.73433 1.31125 0,103.73431 1.31114 0),(103.73431 1.31114 0,103.7342 1.31069 0))"
2523,1681,TG Penjuru,0.43613,"MULTILINESTRING ((103.7342 1.31069 0,103.73409 1.3102 0),(103.73409 1.3102 0,103.73408 1.31017 0),(103.73408 1.31017 0,103.73406 1.31006 0),(103.73406 1.31006 0,103.73386 1.3091 0),(103.73386 1.3091 0,103.73379 1.30878 0),(103.73379 1.30878 0,103.73358 1.30784 0),(103.73358 1.30784 0,103.73335 1.30684 0))"
2524,1680,Penjuru Circus,0.60088,"MULTILINESTRING ((103.73335 1.30684 0,103.73273 1.30399 0),(103.73273 1.30399 0,103.73258 1.3033 0),(103.73258 1.3033 0,103.73246 1.30273 0),(103.73246 1.30273 0,103.7323 1.30212 0),(103.7323 1.30212 0,103.73227 1.30182 0),(103.73227 1.30182 0,103.73226 1.30175 0,103.73222 1.3017 0),(103.73222 1.3017 0,103.73218 1.30168 0,103.73211 1.30168 0,103.73207 1.3017 0))"
2525,1693,Oxford Street,0.03065,"MULTILINESTRING ((103.87246 1.40939 0,103.8725 1.40925 0,103.87248 1.40912 0))"
2526,1692,TPE/Tampines Expy,0.876,"MULTILINESTRING ((103.87248 1.40912 0,103.87247 1.40903 0),(103.87247 1.40903 0,103.87243 1.40882 0),(103.87243 1.40882 0,103.87236 1.40838 0),(103.87236 1.40838 0,103.87231 1.4081 0),(103.87231 1.4081 0,103.87226 1.40776 0),(103.87226 1.40776 0,103.87218 1.40732 0),(103.87218 1.40732 0,103.87215 1.40714 0),(103.87215 1.40714 0,103.87202 1.40638 0),(103.87202 1.40638 0,103.87168 1.40442 0),(103.87168 1.40442 0,103.87162 1.40401 0),(103.87162 1.40401 0,103.8716 1.40385 0,103.87159 1.4038 0),(103.87159 1.4038 0,103.87155 1.40359 0,103.8715 1.4034 0),(103.8715 1.4034 0,103.87154 1.40338 0,103.87158 1.40336 0,103.87161 1.40332 0,103.87163 1.40324 0),(103.87163 1.40324 0,103.87163 1.40319 0),(103.87163 1.40319 0,103.87172 1.40289 0),(103.87172 1.40289 0,103.87178 1.40272 0),(103.87178 1.40272 0,103.87181 1.4026 0),(103.87181 1.4026 0,103.87184 1.40249 0,103.87186 1.4024 0),(103.87186 1.4024 0,103.87188 1.40234 0,103.87192 1.40226 0),(103.87192 1.40226 0,103.87209 1.40214 0,103.87217 1.40208 0,103.87228 1.40196 0),(103.87228 1.40196 0,103.87233 1.40188 0),(103.87233 1.40188 0,103.87233 1.40158 0))"
2527,1695,South Bridge Rd,0.02536,"MULTILINESTRING ((103.84716 1.28546 0,103.84736 1.28535 0))"
2528,1696,Church St,0.12879,"MULTILINESTRING ((103.84736 1.28535 0,103.84767 1.28518 0,103.84786 1.28508 0),(103.84786 1.28508 0,103.84828 1.28485 0),(103.84828 1.28485 0,103.84838 1.2848 0))"
2529,1690,Dairy Farm Rd,0.02543,"MULTILINESTRING ((103.77542 1.36486 0,103.77542 1.36509 0))"
2530,1689,Pending Rd,1.36292,"MULTILINESTRING ((103.77542 1.36509 0,103.77541 1.36585 0),(103.77541 1.36585 0,103.7754 1.36653 0),(103.7754 1.36653 0,103.7754 1.36717 0),(103.7754 1.36717 0,103.7754 1.36758 0),(103.7754 1.36758 0,103.77539 1.36799 0),(103.77539 1.36799 0,103.77539 1.36811 0),(103.77539 1.36811 0,103.77538 1.36829 0),(103.77538 1.36829 0,103.77535 1.3686 0,103.77533 1.36881 0),(103.77533 1.36881 0,103.7753 1.36904 0),(103.7753 1.36904 0,103.77528 1.36921 0),(103.77528 1.36921 0,103.77524 1.36953 0),(103.77524 1.36953 0,103.77517 1.37002 0),(103.77517 1.37002 0,103.77512 1.37032 0,103.77507 1.37055 0,103.77502 1.37072 0,103.77497 1.37087 0,103.77491 1.37102 0,103.77485 1.37116 0),(103.77485 1.37116 0,103.77477 1.37133 0,103.77463 1.3716 0),(103.77463 1.3716 0,103.77433 1.37217 0),(103.77433 1.37217 0,103.77419 1.37245 0),(103.77419 1.37245 0,103.77409 1.37263 0),(103.77409 1.37263 0,103.77401 1.37276 0,103.77393 1.37288 0),(103.77393 1.37288 0,103.77385 1.37298 0,103.77376 1.37306 0,103.77368 1.37313 0,103.77355 1.37322 0,103.77342 1.3733 0,103.77326 1.3734 0),(103.77326 1.3734 0,103.77287 1.37364 0),(103.77287 1.37364 0,103.77272 1.37373 0),(103.77272 1.37373 0,103.77254 1.37384 0),(103.77254 1.37384 0,103.77242 1.37392 0),(103.77242 1.37392 0,103.77208 1.37411 0),(103.77208 1.37411 0,103.77188 1.37422 0),(103.77188 1.37422 0,103.77163 1.37437 0),(103.77163 1.37437 0,103.77099 1.37478 0),(103.77099 1.37478 0,103.77045 1.37514 0),(103.77045 1.37514 0,103.7704 1.37517 0))"
2531,1688,Jelebu Rd,0.72468,"MULTILINESTRING ((103.7704 1.37517 0,103.76984 1.37552 0),(103.76984 1.37552 0,103.7697 1.37561 0),(103.7697 1.37561 0,103.76955 1.37571 0),(103.76955 1.37571 0,103.76908 1.37601 0),(103.76908 1.37601 0,103.7681 1.37662 0,103.76741 1.37705 0),(103.76741 1.37705 0,103.76732 1.3771 0),(103.76732 1.3771 0,103.76696 1.37732 0),(103.76696 1.37732 0,103.76667 1.3775 0),(103.76667 1.3775 0,103.76642 1.37765 0),(103.76642 1.37765 0,103.76622 1.37777 0),(103.76622 1.37777 0,103.76606 1.37787 0,103.76596 1.37793 0),(103.76596 1.37793 0,103.76579 1.37801 0,103.76562 1.37807 0),(103.76562 1.37807 0,103.76549 1.37811 0,103.76538 1.37813 0,103.7652 1.37815 0),(103.7652 1.37815 0,103.7651 1.37815 0,103.76494 1.37814 0,103.76481 1.37812 0),(103.76481 1.37812 0,103.76471 1.37809 0))"
2532,1687,Upp Bukit Timah Rd,0.2775,"MULTILINESTRING ((103.76471 1.37809 0,103.76431 1.37798 0),(103.76431 1.37798 0,103.76424 1.37796 0),(103.76424 1.37796 0,103.76412 1.37793 0),(103.76412 1.37793 0,103.76395 1.37788 0),(103.76395 1.37788 0,103.76383 1.37785 0),(103.76383 1.37785 0,103.76374 1.37783 0),(103.76374 1.37783 0,103.76349 1.37777 0),(103.76349 1.37777 0,103.76325 1.37771 0),(103.76325 1.37771 0,103.76297 1.37764 0),(103.76297 1.37764 0,103.76272 1.37758 0,103.76264 1.37755 0,103.76257 1.37752 0,103.76249 1.37747 0),(103.76249 1.37747 0,103.76244 1.37743 0,103.76239 1.37739 0,103.76235 1.37735 0))"
2533,1687,Upp Bukit Timah Rd,0.03359,"MULTILINESTRING ((103.76229 1.37771 0,103.76243 1.37769 0,103.76249 1.37769 0,103.76259 1.3777 0))"
2534,1688,Jelebu Rd,0.24835,"MULTILINESTRING ((103.76259 1.3777 0,103.76273 1.37772 0,103.76295 1.37777 0),(103.76295 1.37777 0,103.76318 1.37783 0),(103.76318 1.37783 0,103.76345 1.37789 0),(103.76345 1.37789 0,103.76358 1.37792 0),(103.76358 1.37792 0,103.76366 1.37794 0),(103.76366 1.37794 0,103.76382 1.37798 0),(103.76382 1.37798 0,103.76395 1.37801 0),(103.76395 1.37801 0,103.76418 1.37807 0),(103.76418 1.37807 0,103.76438 1.37812 0),(103.76438 1.37812 0,103.76466 1.37819 0),(103.76466 1.37819 0,103.76476 1.37822 0))"
2535,1689,Pending Rd,0.73293,"MULTILINESTRING ((103.76476 1.37822 0,103.76488 1.37824 0,103.76503 1.37826 0,103.76515 1.37826 0,103.7653 1.37825 0,103.76549 1.37823 0,103.76563 1.3782 0),(103.76563 1.3782 0,103.76578 1.37815 0),(103.76578 1.37815 0,103.76591 1.37809 0,103.76605 1.37801 0),(103.76605 1.37801 0,103.76622 1.37791 0),(103.76622 1.37791 0,103.76634 1.37784 0),(103.76634 1.37784 0,103.76646 1.37776 0),(103.76646 1.37776 0,103.76653 1.37772 0),(103.76653 1.37772 0,103.76748 1.37713 0),(103.76748 1.37713 0,103.76812 1.37673 0,103.7683 1.37662 0),(103.7683 1.37662 0,103.76855 1.37647 0),(103.76855 1.37647 0,103.76916 1.37609 0),(103.76916 1.37609 0,103.76985 1.37565 0),(103.76985 1.37565 0,103.77046 1.37526 0),(103.77046 1.37526 0,103.77051 1.37523 0))"
2536,1690,Dairy Farm Rd,1.39352,"MULTILINESTRING ((103.77051 1.37523 0,103.7708 1.37505 0,103.77107 1.37489 0,103.77146 1.37467 0),(103.77146 1.37467 0,103.77197 1.37437 0),(103.77197 1.37437 0,103.77246 1.37409 0),(103.77246 1.37409 0,103.77261 1.374 0,103.77275 1.37391 0,103.77288 1.37382 0,103.773 1.37373 0),(103.773 1.37373 0,103.77305 1.3737 0,103.7732 1.37359 0),(103.7732 1.37359 0,103.77338 1.37346 0),(103.77338 1.37346 0,103.77362 1.37329 0),(103.77362 1.37329 0,103.77373 1.37321 0,103.77385 1.37311 0,103.77395 1.37301 0,103.77404 1.37292 0),(103.77404 1.37292 0,103.77406 1.37289 0,103.77414 1.37277 0,103.77421 1.37264 0,103.77429 1.37248 0,103.77431 1.37243 0),(103.77431 1.37243 0,103.77439 1.37228 0),(103.77439 1.37228 0,103.77459 1.3719 0,103.77461 1.37187 0),(103.77461 1.37187 0,103.77471 1.37167 0,103.7748 1.3715 0,103.7749 1.3713 0,103.77498 1.37113 0,103.77505 1.37096 0,103.77511 1.37078 0),(103.77511 1.37078 0,103.77515 1.37064 0,103.77519 1.37046 0),(103.77519 1.37046 0,103.77523 1.37023 0,103.77527 1.37 0),(103.77527 1.37 0,103.77534 1.36956 0),(103.77534 1.36956 0,103.77536 1.36941 0),(103.77536 1.36941 0,103.77542 1.36895 0),(103.77542 1.36895 0,103.77543 1.36887 0),(103.77543 1.36887 0,103.77544 1.36882 0),(103.77544 1.36882 0,103.77547 1.36855 0),(103.77547 1.36855 0,103.77549 1.36833 0,103.77551 1.36808 0),(103.77551 1.36808 0,103.77552 1.36772 0,103.77552 1.36759 0),(103.77552 1.36759 0,103.77552 1.36717 0),(103.77552 1.36717 0,103.77551 1.36585 0),(103.77551 1.36585 0,103.77552 1.36546 0),(103.77552 1.36546 0,103.77552 1.36517 0),(103.77552 1.36517 0,103.77552 1.36492 0),(103.77552 1.36492 0,103.77552 1.36486 0))"
2537,1692,TPE/Tampines Expy,0.04534,"MULTILINESTRING ((103.87225 1.40157 0,103.87225 1.40178 0,103.87224 1.40185 0,103.87221 1.4019 0,103.87216 1.40195 0))"
2538,1693,Oxford Street,0.92,"MULTILINESTRING ((103.87216 1.40195 0,103.8721 1.40199 0,103.87203 1.40201 0,103.87195 1.40201 0,103.8719 1.402 0,103.87183 1.40198 0,103.87176 1.40196 0,103.87168 1.40194 0),(103.87168 1.40194 0,103.87161 1.40195 0,103.87155 1.40199 0,103.87151 1.40202 0,103.87147 1.40208 0),(103.87147 1.40208 0,103.87147 1.40218 0),(103.87147 1.40218 0,103.87147 1.40226 0),(103.87147 1.40226 0,103.87147 1.4024 0),(103.87147 1.4024 0,103.87147 1.40257 0),(103.87147 1.40257 0,103.87146 1.40274 0),(103.87146 1.40274 0,103.87144 1.4029 0,103.87141 1.40306 0),(103.87141 1.40306 0,103.87137 1.40309 0,103.87134 1.40313 0,103.87133 1.40317 0,103.87133 1.40322 0),(103.87133 1.40322 0,103.87133 1.40326 0,103.87134 1.40331 0,103.87137 1.40335 0,103.8714 1.40338 0),(103.8714 1.40338 0,103.87145 1.4034 0,103.8715 1.4034 0),(103.8715 1.4034 0,103.87155 1.40359 0,103.87159 1.4038 0),(103.87159 1.4038 0,103.8716 1.40385 0,103.87162 1.40401 0),(103.87162 1.40401 0,103.87168 1.40442 0),(103.87168 1.40442 0,103.87202 1.40638 0),(103.87202 1.40638 0,103.87215 1.40714 0),(103.87215 1.40714 0,103.87218 1.40732 0),(103.87218 1.40732 0,103.87226 1.40776 0),(103.87226 1.40776 0,103.87231 1.4081 0),(103.87231 1.4081 0,103.87236 1.40838 0),(103.87236 1.40838 0,103.87243 1.40882 0),(103.87243 1.40882 0,103.87247 1.40903 0),(103.87247 1.40903 0,103.87248 1.40912 0),(103.87248 1.40912 0,103.8725 1.40925 0,103.87246 1.40939 0))"
2539,1720,Pioneer Rd,0.01805,"MULTILINESTRING ((103.66049 1.31014 0,103.66038 1.31002 0))"
2540,1719,Pioneer Sector 3,0.20007,"MULTILINESTRING ((103.66038 1.31002 0,103.65978 1.30939 0),(103.65978 1.30939 0,103.65972 1.30933 0),(103.65972 1.30933 0,103.65914 1.30871 0))"
2541,1718,Pioneer Sector 2,0.29661,"MULTILINESTRING ((103.65914 1.30871 0,103.65875 1.30828 0),(103.65875 1.30828 0,103.65863 1.30815 0),(103.65863 1.30815 0,103.65821 1.30771 0),(103.65821 1.30771 0,103.65801 1.3075 0),(103.65801 1.3075 0,103.65758 1.30705 0),(103.65758 1.30705 0,103.65731 1.30676 0))"
2542,1703,PIE/Pan Island Expy,0.1525,"MULTILINESTRING ((103.69033 1.34689 0,103.69036 1.34674 0,103.69038 1.34668 0),(103.69038 1.34668 0,103.69039 1.34665 0,103.69046 1.34641 0),(103.69046 1.34641 0,103.69051 1.34623 0),(103.69051 1.34623 0,103.69055 1.34614 0),(103.69055 1.34614 0,103.69059 1.34606 0),(103.69059 1.34606 0,103.69064 1.34596 0),(103.69064 1.34596 0,103.69082 1.34561 0))"
2543,1702,Jurong West Ave 5,0.47242,"MULTILINESTRING ((103.69082 1.34561 0,103.69093 1.34538 0),(103.69093 1.34538 0,103.691 1.34523 0,103.69107 1.3451 0),(103.69107 1.3451 0,103.69115 1.34495 0,103.69122 1.34483 0,103.69131 1.34469 0),(103.69131 1.34469 0,103.69142 1.34453 0,103.69153 1.34438 0),(103.69153 1.34438 0,103.69171 1.34415 0),(103.69171 1.34415 0,103.69179 1.34405 0,103.69256 1.3431 0),(103.69256 1.3431 0,103.693 1.34254 0),(103.693 1.34254 0,103.6933 1.34216 0))"
2544,1701,Jurong West Ave 4,0.32651,"MULTILINESTRING ((103.6933 1.34216 0,103.69336 1.34208 0),(103.69336 1.34208 0,103.69349 1.34192 0),(103.69349 1.34192 0,103.69378 1.34157 0,103.694 1.34131 0,103.69426 1.34098 0,103.69452 1.34065 0),(103.69452 1.34065 0,103.69467 1.34044 0,103.69481 1.34023 0),(103.69481 1.34023 0,103.69499 1.33994 0),(103.69499 1.33994 0,103.69507 1.33981 0))"
2545,1700,Upp Jurong Rd/Boon Lay Way,0.61575,"MULTILINESTRING ((103.69507 1.33981 0,103.69515 1.33967 0),(103.69515 1.33967 0,103.69531 1.33936 0,103.69546 1.33906 0,103.69561 1.33873 0,103.69572 1.33847 0,103.69581 1.33823 0,103.69591 1.33795 0,103.69599 1.33771 0),(103.69599 1.33771 0,103.69603 1.33758 0,103.69607 1.33746 0),(103.69607 1.33746 0,103.69608 1.33743 0),(103.69608 1.33743 0,103.69613 1.33724 0),(103.69613 1.33724 0,103.69614 1.33719 0,103.6962 1.33696 0),(103.6962 1.33696 0,103.69621 1.3369 0,103.69629 1.33651 0,103.69636 1.33613 0),(103.69636 1.33613 0,103.69641 1.33584 0),(103.69641 1.33584 0,103.69644 1.33566 0),(103.69644 1.33566 0,103.69648 1.3354 0),(103.69648 1.3354 0,103.69651 1.33517 0),(103.69651 1.33517 0,103.69654 1.33488 0),(103.69654 1.33488 0,103.69655 1.33475 0),(103.69655 1.33475 0,103.69656 1.3345 0))"
2546,1699,International Rd,0.81279,"MULTILINESTRING ((103.69656 1.3345 0,103.6966 1.33273 0),(103.6966 1.33273 0,103.6966 1.33215 0),(103.6966 1.33215 0,103.6966 1.33148 0),(103.6966 1.33148 0,103.6966 1.33135 0),(103.6966 1.33135 0,103.6966 1.33082 0),(103.6966 1.33082 0,103.6966 1.33055 0),(103.6966 1.33055 0,103.6966 1.32984 0),(103.6966 1.32984 0,103.6966 1.32904 0),(103.6966 1.32904 0,103.69659 1.32862 0),(103.69659 1.32862 0,103.69659 1.32826 0),(103.69659 1.32826 0,103.69659 1.32783 0),(103.69659 1.32783 0,103.69659 1.3277 0),(103.69659 1.3277 0,103.6966 1.32715 0))"
2547,1698,AYE/Pioneer Circus/Jalan Ahmad Ibrahim/Ayer Rajah Expy,0.5723,"MULTILINESTRING ((103.6966 1.32715 0,103.6966 1.32649 0),(103.6966 1.32649 0,103.69659 1.32579 0),(103.69659 1.32579 0,103.69659 1.32531 0),(103.69659 1.32531 0,103.69659 1.32523 0),(103.69659 1.32523 0,103.69659 1.32459 0),(103.69659 1.32459 0,103.69659 1.32388 0),(103.69659 1.32388 0,103.69659 1.32354 0,103.6966 1.32344 0,103.69662 1.32335 0,103.69665 1.32326 0,103.69668 1.32318 0,103.69674 1.32306 0),(103.69674 1.32306 0,103.69679 1.32302 0,103.69683 1.32298 0),(103.69683 1.32298 0,103.69687 1.32292 0,103.6969 1.32286 0,103.69692 1.32279 0,103.69693 1.32273 0),(103.69693 1.32273 0,103.69693 1.32267 0,103.69692 1.32261 0,103.6969 1.32256 0,103.69687 1.3225 0,103.69684 1.32246 0,103.69679 1.32241 0),(103.69679 1.32241 0,103.69674 1.32237 0,103.69668 1.32233 0),(103.69668 1.32233 0,103.69661 1.32231 0,103.69652 1.3223 0))"
2548,1718,Pioneer Sector 2,0.04394,"MULTILINESTRING ((103.65731 1.30676 0,103.65758 1.30705 0))"
2549,1719,Pioneer Sector 3,0.25266,"MULTILINESTRING ((103.65758 1.30705 0,103.65801 1.3075 0),(103.65801 1.3075 0,103.65821 1.30771 0),(103.65821 1.30771 0,103.65863 1.30815 0),(103.65863 1.30815 0,103.65875 1.30828 0),(103.65875 1.30828 0,103.65914 1.30871 0))"
2550,1720,Pioneer Rd,0.21812,"MULTILINESTRING ((103.65914 1.30871 0,103.65972 1.30933 0),(103.65972 1.30933 0,103.65978 1.30939 0),(103.65978 1.30939 0,103.66038 1.31002 0),(103.66038 1.31002 0,103.66049 1.31014 0))"
2551,1698,AYE/Pioneer Circus/Jalan Ahmad Ibrahim/Ayer Rajah Expy,0.12252,"MULTILINESTRING ((103.69652 1.3223 0,103.69644 1.32231 0,103.69637 1.32233 0,103.69631 1.32236 0,103.69624 1.3224 0),(103.69624 1.3224 0,103.69619 1.32244 0),(103.69619 1.32244 0,103.69615 1.32248 0,103.69612 1.32253 0,103.6961 1.32259 0,103.69609 1.32264 0,103.69609 1.32272 0,103.6961 1.32279 0),(103.6961 1.32279 0,103.69612 1.32285 0,103.69614 1.3229 0,103.69617 1.32295 0,103.69621 1.323 0),(103.69621 1.323 0,103.69625 1.32304 0,103.6963 1.32308 0))"
2552,1699,International Rd,0.57792,"MULTILINESTRING ((103.6963 1.32308 0,103.69637 1.32321 0,103.69641 1.32329 0,103.69644 1.32336 0,103.69646 1.32345 0,103.69647 1.32353 0),(103.69647 1.32353 0,103.69647 1.32388 0),(103.69647 1.32388 0,103.69647 1.32459 0),(103.69647 1.32459 0,103.69647 1.32544 0),(103.69647 1.32544 0,103.69647 1.32579 0),(103.69647 1.32579 0,103.69647 1.32687 0),(103.69647 1.32687 0,103.69647 1.32719 0),(103.69647 1.32719 0,103.69647 1.3277 0),(103.69647 1.3277 0,103.69647 1.32783 0),(103.69647 1.32783 0,103.69647 1.32827 0))"
2553,1700,Upp Jurong Rd/Boon Lay Way,0.75545,"MULTILINESTRING ((103.69647 1.32827 0,103.69647 1.32883 0),(103.69647 1.32883 0,103.69647 1.32905 0),(103.69647 1.32905 0,103.69647 1.32983 0),(103.69647 1.32983 0,103.69646 1.33055 0),(103.69646 1.33055 0,103.69646 1.33082 0),(103.69646 1.33082 0,103.69645 1.33135 0),(103.69645 1.33135 0,103.69645 1.33148 0),(103.69645 1.33148 0,103.69644 1.33215 0),(103.69644 1.33215 0,103.69642 1.33365 0),(103.69642 1.33365 0,103.69641 1.33399 0),(103.69641 1.33399 0,103.6964 1.33442 0),(103.6964 1.33442 0,103.69639 1.33475 0),(103.69639 1.33475 0,103.69638 1.33488 0),(103.69638 1.33488 0,103.69636 1.3351 0))"
2554,1701,Jurong West Ave 4,0.55305,"MULTILINESTRING ((103.69636 1.3351 0,103.69633 1.33539 0,103.69627 1.33584 0,103.69619 1.33634 0,103.69613 1.33666 0),(103.69613 1.33666 0,103.69607 1.33693 0,103.69601 1.33718 0),(103.69601 1.33718 0,103.69595 1.33741 0),(103.69595 1.33741 0,103.69594 1.33744 0),(103.69594 1.33744 0,103.6959 1.33757 0),(103.6959 1.33757 0,103.69586 1.3377 0),(103.69586 1.3377 0,103.69568 1.33822 0,103.69558 1.33847 0,103.69548 1.33872 0,103.69534 1.33902 0),(103.69534 1.33902 0,103.69519 1.33932 0,103.69509 1.33951 0,103.69499 1.3397 0),(103.69499 1.3397 0,103.69491 1.33984 0))"
