NID,PC,DE,LE,TY,FF
41,30,Eunos Link/Hougang Ave 3,0.92364,TR,42.1
42,31,Bartley Rd,0.32227,TR,41.2
43,32,Kim Chuan Rd,0.78751,TR,49.1
44,32,Kim Chuan Rd,0.03971,TR,41.0
45,31,Bartley Rd,0.81696,TR,44.3
46,30,Eunos Link/Hougang Ave 3,0.36433,TR,34.1
47,29,Paya Lebar Rd/Upp Paya Lebar Rd,0.94227,TR,41.5
48,26,PIE/Pan Island Expy,0.42533,TR,80.1
49,3511,T3 Departure Dr/T2 Blvd,1.17951,TR,65.4
50,3512,Airport Blvd (South),0.30361,TR,50.0
51,27,Airport Blvd (North),1.26837,TR,46.9
52,51,Woolwich Rd (East),0.01335,TR,31.0
53,50,Woolwich Rd (West),0.48856,TR,39.3
54,50,Woolwich Rd (West),0.01648,TR,46.0
55,51,Woolwich Rd (East),0.47285,TR,43.3
56,48,Geylang Rd,0.09151,TR,28.1
57,47,Sims Ave,0.16891,TR,28.8
58,46,Geylang East Central,0.38412,TR,38.8
59,45,PIE/Pan Island Expy,0.21156,TR,47.7
60,44,Kallang Way,0.36356,TR,49.1
61,43,MacPherson Rd,0.84062,TR,41.5
62,43,MacPherson Rd,0.05188,TR,32.7
63,44,Kallang Way,0.788,TR,45.4
64,45,PIE/Pan Island Expy,0.3623,TR,51.7
65,46,Geylang East Central,0.29713,TR,41.7
